speaker,text,act,conv_id,topic,topic_ldaconv,topic_ldautt
1,Have a great day.,15,663,-1,-1,-1
0,Would you mind helping me find an event to go to?,1,975,-1,-1,-1
1,Are you looking for a music or sports related event?,2,975,-1,-1,-1
0,I like Match events.,3,975,-1,-1,-1
1,What city should I look in?,2,975,-1,-1,-1
0,I want to be in Stanford.,3,975,-1,-1,-1
1,I've found 3 potential events. One of them is the Cardinal vs Ducks game the day after tomorrow at Stanford Stadium at 6:30 pm.,9,975,-1,-1,-1
0,"That sounds good, I want tickets to that.",10,975,-1,-1,-1
1,How many tickets?,2,975,-1,-1,-1
0,Just two.,3,975,-1,-1,-1
1,So you want 2 tickets for the Cardinal vs Ducks game the day after tomorrow in Stanford?,11,975,-1,-1,-1
0,"Actually, can you make it four tickets?",19,975,-1,-1,-1
1,"Sure, 4 tickets for the day after tomorrow?",11,975,-1,-1,-1
0,"Yeah, perfect. Where's the stadium located?",12,975,-1,-1,-1
1,"It's been booked, have fun! The venue is on 625 Nelson Road.",13,975,-1,-1,-1
0,"Thanks so much, that's everything.",14,975,-1,-1,-1
1,Have a good day.,15,975,-1,-1,-1
0,Can you find me any Westlife songs?,27,656,-1,-1,-1
1,"I found 2 songs you may like. What do you think about Better Man by Westlife in the album, Spectrum?",9,656,-1,-1,-1
0,That sounds great. Play the song on the kitchen device.,25,656,-1,-1,-1
1,Please confirm these details: Play Better Man on the kitchen speaker.,11,656,-1,-1,-1
0,No. Play the song on the bedroom speaker.,19,656,-1,-1,-1
1,Please confirm these details: Play Better Man on the bedroom speaker.,11,656,-1,-1,-1
0,"Yes, that is correct.",20,656,-1,-1,-1
1,Song has begun playing.,21,656,-1,-1,-1
0,What is the song's genre?,5,656,-1,-1,-1
1,It is a Pop song.,6,656,-1,-1,-1
0,Thank you. That is all I need.,14,656,-1,-1,-1
1,Have a good day.,15,656,-1,-1,-1
0,I want you to find me events in New York.,27,1028,-1,-1,-1
1,"Do you prefer Music, Sports, or any other type of events?",2,1028,-1,-1,-1
0,Search Concert events for me.,3,1028,-1,-1,-1
1,I found 10 concert events in New York. What about Amber Run Brooklyn at Warsaw?,9,1028,-1,-1,-1
0,What type of event is this and when does it start?,5,1028,-1,-1,-1
1,The genre is Pop and it starts at 7:30 pm.,6,1028,-1,-1,-1
0,What else can you find?,7,1028,-1,-1,-1
1,What about Americo at La Boom?,4,1028,-1,-1,-1
0,That works for me. Buy me some tickets to it.,10,1028,-1,-1,-1
1,What date do you want?,2,1028,-1,-1,-1
0,Get me one ticket for this Saturday.,3,1028,-1,-1,-1
1,You want 1 ticket for the Americo evnent in New York tomorrow. Is that right?,11,1028,-1,-1,-1
0,"No, make it two tickets for later today.",19,1028,-1,-1,-1
1,You want 2 tickets for the event today. Is that right?,11,1028,-1,-1,-1
0,"Yes, that is right. What is their address?",12,1028,-1,-1,-1
1,"Their address is 56-15 Northern Boulevard, Woodside and your tickets have been booked.",13,1028,-1,-1,-1
0,Thanks a lot.,22,1028,-1,-1,-1
1,Do you need something else?,23,1028,-1,-1,-1
0,"No, that is all. Thanks.",24,1028,-1,-1,-1
1,Have a good day.,15,1028,-1,-1,-1
0,"I'm in the mood to listen to music, can you find me some Folk songs?",27,795,-1,-1,-1
1,There are 6 songs that I found for you. What about the song Annie from the album Oxford by Connar Moon?,9,795,-1,-1,-1
0,Do you have anything else that is more like Pop? I like many of the songs from the album Singular Act I.,8,795,-1,-1,-1
1,What about Almost Love from the album Singular Act I by Sabrina Carpenter?,4,795,-1,-1,-1
0,I enjoy songs by Sabrina Carpenter but do you have a different song?,8,795,-1,-1,-1
1,What about Paris also from the album Singular Act I by Sabrina Carpenter?,4,795,-1,-1,-1
0,"Yes, that is perfect. I would like to play the song on the kitchen speaker.",25,795,-1,-1,-1
1,"You want to play the song Paris on the kitchen speaker, is that correct?",11,795,-1,-1,-1
0,No. I want to play the song on the bedroom device.,19,795,-1,-1,-1
1,You would like to play the song Paris on the bedroom speaker?,11,795,-1,-1,-1
0,"Yes, that is what I want.",20,795,-1,-1,-1
1,The song is now playing.,21,795,-1,-1,-1
0,"Thank you for your time, that is everything.",14,795,-1,-1,-1
1,My pleasure. Have a great day.,15,795,-1,-1,-1
0,Please help me find some interesting events on the 6th of this month.,27,1012,-1,-1,-1
1,Do you prefer any category? Please say Music or Sports or any other type. What city do you prefer?,2,1012,-1,-1,-1
0,"I like Music events that take place around Portland, OR.",3,1012,-1,-1,-1
1,"Next Wednesday, Bryan Adams is performing at the Theater Of The Clouds beginning at 6:30 pm.",4,1012,-1,-1,-1
0,That sounds good. Can you find me some other events around LAX?,8,1012,-1,-1,-1
1,Next Wednesday Girl in Red is taking place at The Teragram Ballroom beginning at 8:30 pm.,4,1012,-1,-1,-1
0,Please tell me more about this event and the address of the venue.,5,1012,-1,-1,-1
1,This is a Pop event on 1234 West 7th Street.,6,1012,-1,-1,-1
0,Great. I would like to reserve tickets to that event.,10,1012,-1,-1,-1
1,How many tickets would you like to reserve?,2,1012,-1,-1,-1
0,"Three tickets, please.",3,1012,-1,-1,-1
1,"Details to confirm: In Los Angeles, next Wednesday you have 3 tickets to see Girl In Red.",11,1012,-1,-1,-1
0,That's not right. I want only 2 tickets.,19,1012,-1,-1,-1
1,"Please confirm, For the event taking place next Wednesday you have reserved 2 tickets.",11,1012,-1,-1,-1
0,"Thanks, that's what I needed.",20,1012,-1,-1,-1
1,Reservation is confirmed. Enjoy your evening.,21,1012,-1,-1,-1
0,Thanks for your assistance. That will be all.,14,1012,-1,-1,-1
1,Enjoy your day.,15,1012,-1,-1,-1
0,"Hello, I would like to search for events.",1,1283,-1,-1,-1
1,Is there a preference for the city I should look for events in?,2,1283,-1,-1,-1
0,"I am looking for a music event, preferably hip hop in Philly.",3,1283,-1,-1,-1
1,I found 2 events that you might be interested in. The event is Blueface and its at The Fillmore Philadelphia.,9,1283,-1,-1,-1
0,Yes that sounds good to me.,16,1283,-1,-1,-1
1,Do you want to purchase the tickets for this event?,17,1283,-1,-1,-1
0,Maybe later on. I am interested more so in finding dates for events.,33,1283,-1,-1,-1
1,I found the event on 7 days. This event is on today. It is Blueface at The Fillmore Philadelphia.,9,1283,-1,-1,-1
0,That works with me. I want to buy 1 ticket for the event.,25,1283,-1,-1,-1
1,"Please confirm the following details: The event is blueface, 1 ticket, the event is happening today and in Philadelphia.",11,1283,-1,-1,-1
0,"Actually, I want 3 tickets.",19,1283,-1,-1,-1
1,"Please confirm the following details: The event is blueface, 3 tickets.",11,1283,-1,-1,-1
0,"Yes, that sounds good to me.",20,1283,-1,-1,-1
1,Your reservation has been made.,21,1283,-1,-1,-1
0,Thanks a lot for your help!,22,1283,-1,-1,-1
1,Can I help you with anything else?,23,1283,-1,-1,-1
0,Nope that it. Thanks.,24,1283,-1,-1,-1
1,"No problem, have a great day.",15,1283,-1,-1,-1
0,"My Everything has some good songs, can you find me some in that album?",27,717,-1,-1,-1
1,What about Be My Baby by Ariana Grande? It's in her album My Everything.,4,717,-1,-1,-1
0,You got anything else? What about songs in the album Sick Boy? I like Pop.,8,717,-1,-1,-1
1,"I found 5 new songs, what about Everybody Hates Me by the Chainsmokers? It's in the album Sick Boy.",9,717,-1,-1,-1
0,Sounds good.,16,717,-1,-1,-1
1,Wanna listen now?,17,717,-1,-1,-1
0,Play it on the speaker in kitchen.,18,717,-1,-1,-1
1,You want me to play Everybody Hates Me on the kitchen speaker?,11,717,-1,-1,-1
0,Yeah,20,717,-1,-1,-1
1,Started playing the song.,21,717,-1,-1,-1
0,Thanks,22,717,-1,-1,-1
1,Anything else?,23,717,-1,-1,-1
0,No thank you.,24,717,-1,-1,-1
1,Have a good one.,15,717,-1,-1,-1
0,I am looking for an intermediate priced eating place in the nearby area.,27,34,-1,-1,-1
1,"What is your preference in regards to city and type of cuisine? You can say something like Italian, American or anything else.",2,34,-1,-1,-1
0,Any place in Pleasanton which serves Ramen kind of food and also alcohol will be ideal.,3,34,-1,-1,-1
1,There is a nice restaurant called Meiko Sushi in Pleasanton.,4,34,-1,-1,-1
0,That is good a good choice. Please make a reservation for six people for 3rd of March.,25,34,-1,-1,-1
1,What is the time for Reservation?,2,34,-1,-1,-1
0,Reserve it for Twelve pm.,3,34,-1,-1,-1
1,"So, a table reservation at Meiko Sushi in Pleasanton will be for 12 pm on the day after tomorrow for 6 people. Please confirm the aforementioned details.",11,34,-1,-1,-1
0,Yes that is good.,20,34,-1,-1,-1
1,The reservation is successful.,21,34,-1,-1,-1
0,Thank you.,22,34,-1,-1,-1
1,Do you need any further assistance from me?,23,34,-1,-1,-1
0,No. This should be enough for now.,24,34,-1,-1,-1
1,Have a good day.,15,34,-1,-1,-1
0,"I want to go out to dinner next week. Can you make me a reservation for 7 o""clock in the evening?",27,387,-1,-1,-1
1,"Are you still in LA, if not where should I search?",2,387,-1,-1,-1
0,"No I left LA yesterday, find restaurants in Lafayette please.",3,387,-1,-1,-1
1,Do you have a place in mind?,2,387,-1,-1,-1
0,"Yes, I really want to try The Park. See if it's available on the 6th.",3,387,-1,-1,-1
1,The Park Bistro & Bar in Lafayette has one table for 2 available at 7 pm next Wednesday. Does that work?,11,387,-1,-1,-1
0,Yes that's perfect. Do you know if a band is playing that night? Also do they serve Burrito food at the bar?,12,387,-1,-1,-1
1,"You're all set! There's no live music. However, they do serve the Bistro menu at the bar.",13,387,-1,-1,-1
0,"Awesome, thank you!",22,387,-1,-1,-1
1,No problem. Anything else?,23,387,-1,-1,-1
0,"No that's it, thanks again.",24,387,-1,-1,-1
1,"Anytime, enjoy your day!",15,387,-1,-1,-1
0,Could you find me some songs like Jason Aldean?,27,685,-1,-1,-1
1,I found 6 songs. What do you think about Dirt Road Anthem by Jason Aldean in album My Kinda Party?,9,685,-1,-1,-1
0,What do you have else like Halsey songs?,8,685,-1,-1,-1
1,What do you think about Colors by Halsey in album Badlands?,4,685,-1,-1,-1
0,What else do you have?,7,685,-1,-1,-1
1,What do you think about Control by Halsey in the album Badlands?,4,685,-1,-1,-1
0,What's the genre?,5,685,-1,-1,-1
1,It's an electropop song.,6,685,-1,-1,-1
0,That's great. Can you play the song on my speaker in kitchen.,25,685,-1,-1,-1
1,"To confirm, I will play Control on the kitchen speaker.",11,685,-1,-1,-1
0,"Yes, that's correct.",20,685,-1,-1,-1
1,The song has started playing.,21,685,-1,-1,-1
0,Thank you.,22,685,-1,-1,-1
1,What else can I help you with?,23,685,-1,-1,-1
0,No. Thank you.,24,685,-1,-1,-1
1,Have a good day.,15,685,-1,-1,-1
0,I would like to listen to Iggy Azalea 's songs.,27,823,-1,-1,-1
1,"I found 4 Iggy Azalea songs, What do you think about Black Widow from the album The New Classic?",9,823,-1,-1,-1
0,"Anything else, there are so many good songs in The New Classic.",8,823,-1,-1,-1
1,What about Iggy Azalea 's song Bounce from the new classic?,4,823,-1,-1,-1
0,Anything else you can find?,7,823,-1,-1,-1
1,What about Iggy Azalea Change your life from the new classic?,4,823,-1,-1,-1
0,What is the genre?,5,823,-1,-1,-1
1,Its a pop song.,6,823,-1,-1,-1
0,Perfect!,16,823,-1,-1,-1
1,Want to play it now?,17,823,-1,-1,-1
0,Yep. Play it in my kitchen.,18,823,-1,-1,-1
1,Can you confirm Change your life on the kitchen speaker?,11,823,-1,-1,-1
0,Yup.,20,823,-1,-1,-1
1,Started the song for you.,21,823,-1,-1,-1
0,Thanks!,22,823,-1,-1,-1
1,Anything else I can do?,23,823,-1,-1,-1
0,"Nope, Thanks!",24,823,-1,-1,-1
1,Have a great day!,15,823,-1,-1,-1
0,I am interested in an event involving music.,27,1273,-1,-1,-1
1,Which city would you like me to search in?,2,1273,-1,-1,-1
0,I want to do something in New York City.,3,1273,-1,-1,-1
1,There is the Amber Run Brooklyn in Warsaw.,4,1273,-1,-1,-1
0,That seems great. When does it take place?,10,1273,-1,-1,-1
1,The Amber Run Brooklyn takes place tomorrow in Warsaw.,4,1273,-1,-1,-1
0,At what time does it start?,5,1273,-1,-1,-1
1,It starts at 5 pm,6,1273,-1,-1,-1
0,Is it available at any other time? I might be busy then.,7,1273,-1,-1,-1
1,There is another Amber Run Brooklyn in Warsaw next Monday.,4,1273,-1,-1,-1
0,"When would it be available again, in case I can't make it then.",7,1273,-1,-1,-1
1,There is an Amber Run Brooklyn at Warsaw next Tuesday.,4,1273,-1,-1,-1
0,Where is it and when does it start?,5,1273,-1,-1,-1
1,"It would be starting at 7:30 pm at 261 Driggs Avenue, Brooklyn.",6,1273,-1,-1,-1
0,That seems ok. I would like some tickets for the event.,10,1273,-1,-1,-1
1,How many would you like?,2,1273,-1,-1,-1
0,I need 2 of them.,3,1273,-1,-1,-1
1,I would like to confirm the following details: you want 2 tickets for the Amber Run Brooklyn in New York for next Tuesday.,11,1273,-1,-1,-1
0,I want four tickets.,19,1273,-1,-1,-1
1,I would like to confirm the following information: you want 4 tickets for the event in New York,11,1273,-1,-1,-1
0,"Yes, that would be fine.",20,1273,-1,-1,-1
1,I have made the reservations.,21,1273,-1,-1,-1
0,I appreciate your assistance. That would be all.,14,1273,-1,-1,-1
1,Enjoy your day.,15,1273,-1,-1,-1
0,I'm looking for something to do.,1,1285,-1,-1,-1
1,"What type of event are you interested in, and in what city?",2,1285,-1,-1,-1
0,I would like to find games taking place in NY.,3,1285,-1,-1,-1
1,How about Mets vs Braves at Citi Field?,4,1285,-1,-1,-1
0,"I like baseball events, but I would like a different game. I don't have any particular date preference.",8,1285,-1,-1,-1
1,I have 9 possible games you may like. How about Mets vs Cubs at Citi Field?,9,1285,-1,-1,-1
0,When does that event take place?,5,1285,-1,-1,-1
1,It starts at 6 pm.,6,1285,-1,-1,-1
0,Where is Citi Field located?,5,1285,-1,-1,-1
1,The street address is 123-01 Roosevelt Avenue.,6,1285,-1,-1,-1
0,That sounds good for me. What dates does that event take place?,10,1285,-1,-1,-1
1,There are 3 possible dates you can go to Mets vs Cubs at Citi Field. The first event is today.,9,1285,-1,-1,-1
0,What about the other dates?,7,1285,-1,-1,-1
1,A Mets vs Cubs game will also be taking place next Wednesday at Citi Field.,4,1285,-1,-1,-1
0,That one sounds good. I would like to buy two tickets.,25,1285,-1,-1,-1
1,Please confirm: you are buying 2 tickets for Mets vs Cubs next Wednesday in New York.,11,1285,-1,-1,-1
0,"No, sorry, please make that one ticket.",19,1285,-1,-1,-1
1,Please confirm: you are buying 1 ticket for that game in New York.,11,1285,-1,-1,-1
0,"Yes, please.",20,1285,-1,-1,-1
1,Your purchase is now complete.,21,1285,-1,-1,-1
0,Thanks for your help.,22,1285,-1,-1,-1
1,Is there anything else I can do for you?,23,1285,-1,-1,-1
0,"No, that's all. Thanks.",24,1285,-1,-1,-1
1,Enjoy the game!,15,1285,-1,-1,-1
0,Can you please find some pop songs?,27,592,-1,-1,-1
1,Do you like Adorn from the the album Kaleidoscope Dream by Miguel?,4,592,-1,-1,-1
0,I actually like Lady Gaga's music better.,8,592,-1,-1,-1
1,What about Bloody Mary from the album Born This Way by Lady Gaga?,4,592,-1,-1,-1
0,I like that!,16,592,-1,-1,-1
1,Do you want to hear the song now?,17,592,-1,-1,-1
0,Yes please.,29,592,-1,-1,-1
1,Confirm you want to play Bloody Mary on the TV.,11,592,-1,-1,-1
0,"Yes, please!",20,592,-1,-1,-1
1,The song is now playing.,21,592,-1,-1,-1
0,Thanks for your help!,22,592,-1,-1,-1
1,Do you need further assistance?,23,592,-1,-1,-1
0,"No, that will be all.",24,592,-1,-1,-1
1,See you soon!,15,592,-1,-1,-1
0,I want to make a reservation at La Panotiq restaurant at 12:00,27,373,-1,-1,-1
1,which city do you want?,2,373,-1,-1,-1
0,I want it in Livermore.,3,373,-1,-1,-1
1,"Please confirm the following details: booking a table at La Panotiq Bakery Cafe livermore. the city is livermore at 12 pm,, reservation for 2 people today.",11,373,-1,-1,-1
0,Yes that works for me,20,373,-1,-1,-1
1,Your reservation done.,21,373,-1,-1,-1
0,Thanks a lot,14,373,-1,-1,-1
1,Have a nice day.,15,373,-1,-1,-1
0,I'm looking for an affordable place to eat.,27,176,-1,-1,-1
1,Are you looking for Chinese food? Italian food? Some other kind of food? Which city are you planning on eating in?,2,176,-1,-1,-1
0,I want to eat in Hercules and I'm in the mood for freshwater fish.,3,176,-1,-1,-1
1,A nice restaurant in Hercules is Claws And Craws.,4,176,-1,-1,-1
0,That'll work. I'd like a reservation there.,10,176,-1,-1,-1
1,What time should the reservation be?,2,176,-1,-1,-1
0,I'm gonna say 1:30 PM,3,176,-1,-1,-1
1,Okay so a reservation for 2 at Claws And Craws in Hercules for 1:30 pm today?,11,176,-1,-1,-1
0,Actually instead make it 6:30 in the evening.,19,176,-1,-1,-1
1,Okay so a table at Claws and Craws at 6:30 pm?,11,176,-1,-1,-1
0,That'll work. Will liquor be available at the restaurant?,12,176,-1,-1,-1
